batch,records_seen,mse,mse_moving_avg_100
1750,56000,1641.9714126538433,2517.3967505459973
1751,56032,834.9063721996188,2519.9059610729946
1752,56064,746.9782908136378,2519.530032867029
1753,56096,2849.3903783604646,2520.357455804144
1754,56128,212.61175542864075,2507.579834250914
1755,56160,627.1056346849572,2508.6982317037764
1756,56192,7956.841991959919,2582.8530204946974
1757,56224,1347.0338020441611,2586.288295092456
1758,56256,1337.8524125003398,2596.715816802654
1759,56288,305.2303334656755,2337.020383374116
1760,56320,2103.961307114214,2356.263283167753
1761,56352,603.9821507105587,2358.1860550162082
1762,56384,3797.9059043877387,2393.4725038279353
1763,56416,404.99407054249224,2392.034014320873
1764,56448,1077.124517036111,2397.948438513958
1765,56480,4934.893992059108,2443.7060717350855
1766,56512,233.71401655626303,2442.128836149123
1767,56544,97.86282465742318,2437.630958274827
1768,56576,83.0566015884303,2425.9933481717835
1769,56608,3602.2167871223733,2454.5006028286234
1770,56640,122.78019326301941,2452.4557250006364
1771,56672,516.4750120689107,2442.5740915857245
1772,56704,315.8660665826916,2444.264759568663
1773,56736,754.7447055301371,2447.8359310904666
1774,56768,654.531198740247,2442.5064463435465
1775,56800,1699.7224111517562,2438.9753067412316
1776,56832,215.51892839249678,2415.982351434625
1777,56864,918.254798929377,2421.509239200103
1778,56896,851.5903636954826,2427.9197312497467
1779,56928,352.46562177094233,2427.6986790000383
1780,56960,580.3686082675731,2421.2427505492733
1781,56992,190.94957260034445,2415.1211225515963
1782,57024,416.39394833353936,2413.110704068037
1783,57056,1142.768968248403,2415.8359918926108
1784,57088,181.4674549052353,2412.9388949510067
1785,57120,366.30145508802434,2407.890313680968
1786,57152,308.3635029643841,2400.167160501134
1787,57184,357.14946751896895,2401.60210202935
1788,57216,356.1166416961326,2402.12640076507
1789,57248,2797.9366925178706,2421.673728298762
1790,57280,1072.1991687574134,2388.6338667453724
1791,57312,365.7940697712051,2142.761248114164
1792,57344,1381.1469928448162,2155.8485215288592
1793,57376,329.5135662595852,2158.1025147689707
1794,57408,1625.029435121247,2171.301360819486
1795,57440,1010.6959109401035,2178.054753304001
1796,57472,5052.714106679496,2222.194738174019
1797,57504,624.1088566154751,2221.656174497153
1798,57536,4447.364629974254,2247.9540950026917
1799,57568,3872.3426577333266,2279.9532171169853
1800,57600,387.7468414778746,2281.155188820611
1801,57632,309.67585838303836,2281.6125762135084
1802,57664,1306.6887726076131,2288.8686040817356
1803,57696,779.3033662102168,2293.41901776488
1804,57728,3913.9323068787357,2326.4773906789137
1805,57760,685.3836453720232,2312.522452147078
1806,57792,243.68030849163256,2305.9094661671966
1807,57824,621.8044624680534,1880.2751817388103
1808,57856,262.72021467479453,1873.529938239687
1809,57888,488.38704107235196,1876.6056903200597
1810,57920,347.38529020153004,1855.3526756460458
1811,57952,242.07075162531285,1845.815813160607
1812,57984,252.68672370192243,1840.3397787363467
1813,58016,221.73704355124977,1829.4839041791658
1814,58048,837.3110473978714,1827.4496869628902
1815,58080,1148.748417572877,1823.9936692144333
1816,58112,1194.404969334786,1826.530605765301
1817,58144,630.4612548480283,1816.9621125817418
1818,58176,844.9932045647812,1811.8514981283329
1819,58208,826.094289859049,1802.3536912021516
1820,58240,409.73557022799963,1801.8933053445
1821,58272,1028.9093417960803,1806.268285455967
1822,58304,1230.7641336706818,1809.5199008291868
1823,58336,443.85918780458223,1812.682402918601
1824,58368,470.62418493788425,1790.9891337312215
1825,58400,230.57134029126775,1791.684741328729
1826,58432,212.62749142686937,1670.3684528390945
1827,58464,997.9550807640719,1673.1727794585713
1828,58496,7046.861069731332,1742.3515294521162
1829,58528,2716.782028776246,1764.3213612042223
1830,58560,418.35920392717594,1762.9332027412388
1831,58592,107.89972733271271,1386.0530053000632
1832,58624,1422.5058729053621,1398.7368119368866
1833,58656,338.1413400021445,1400.9435945947848
1834,58688,682.4213676640657,1405.6341661882905
1835,58720,2206.0813038819438,1426.7407509778864
1836,58752,562.9854094448143,1431.424114104189
1837,58784,293.09803216633225,1420.255492811446
1838,58816,381.0147092661427,1419.8196271274041
1839,58848,1726.395023983643,1435.9505322108869
1840,58880,288.168218007504,1423.5881545172722
1841,58912,591.8647420672735,1420.0078442330382
1842,58944,241.21422264986634,1419.2497118220087
1843,58976,11825.140287312943,1535.1619819420287
1844,59008,526.1487984391556,1527.3491991229778
1845,59040,438.94418963434197,1530.511517593801
1846,59072,282.63054581235036,1524.7976265604084
1847,59104,1270.7449926244717,1531.6602061724136
1848,59136,199.5033430674338,1223.9646365322085
1849,59168,57303.18564534509,1791.2066177810393
1850,59200,1572.1810146634255,1790.5087138011354
1851,59232,235.2775729405502,1784.5124258085445
1852,59264,1639.8124566971146,1793.4407674673794
1853,59296,1692.957580264046,1781.8764394864152
1854,59328,346.06131966116254,1783.2109351287404
1855,59360,1331.2186829864224,1790.2520656117551
1856,59392,603.804588849913,1716.721691580655
1857,59424,386.4188842290643,1707.115542402504
1858,59456,697.8395792293331,1700.715414069794
1859,59488,864.2486230062657,1706.3055969651996
1860,59520,389.3682051345827,1689.1596659454035
1861,59552,1301.2861693278276,1696.1327061315762
1862,59584,293.5600111740119,1661.089247199439
1863,59616,539.5950460071568,1662.4352569540858
1864,59648,1039.6305208084718,1662.0603169918093
1865,59680,1306.5053840192434,1625.7764309114104
1866,59712,445.4567078781034,1627.893857824629
1867,59744,679.6105848769354,1633.7113354268242
1868,59776,3149.018198118188,1664.370951392122
1869,59808,68.81306024903333,1629.0369141233887
1870,59840,2293.7746294746185,1650.7468584855044
1871,59872,203.2151411295096,1647.6142597761104
1872,59904,938.2127980664391,1653.837727090948
1873,59936,551.6352888418323,1651.8066329240648
1874,59968,9735.0636123605,1742.6119570602673
1875,60000,400.85199547160425,1729.623252903466
1876,60032,449.87559084962237,1731.9668195280371
1877,60064,1300.6548893794006,1735.7908204325372
1878,60096,2379.9752394253364,1751.0746691898355
1879,60128,156.8309192424479,1749.1183221645508
1880,60160,198.4724147644813,1745.29936022952
1881,60192,1764.452296113771,1761.0343874646544
1882,60224,194.5966058170919,1758.81641403949
1883,60256,1195.3777261948348,1759.342501618954
1884,60288,354.62611107707215,1761.0740881806723
1885,60320,618.6395526367425,1763.5974691561596
1886,60352,535.1313892331261,1765.865148018847
1887,60384,450.6990378117404,1766.800643721775
1888,60416,634.0504041248847,1769.5799813460626
1889,60448,1895.147792320135,1760.552092344085
1890,60480,1805.9899647144832,1767.8900003036558
1891,60512,1080.4185348869935,1775.0362449548136
1892,60544,1143.9644441089597,1772.664419467455
1893,60576,937.739683108734,1778.7466806359464
1894,60608,155.9826607703335,1764.0562128924373
1895,60640,224.36025937289224,1756.1928563767651
1896,60672,276.9638805988303,1708.4353541159585
1897,60704,1141.3289998258435,1713.6075555480625
1898,60736,2099.5564542897146,1690.129473791217
1899,60768,292.696601293128,1654.3330132268147
1900,60800,270.33601614637223,1653.1589049734998
1901,60832,526.9107964240252,1655.3312543539096
1902,60864,311.1487554839863,1645.3758541826733
1903,60896,894.9320178665723,1646.5321406992368
1904,60928,326.66682642899946,1610.6594858947396
1905,60960,780.7069942519707,1611.612719383539
1906,60992,4584.091862719669,1655.0168349258195
1907,61024,73.51724204349182,1649.5339627215742
1908,61056,194.90178068164298,1648.8557783816427
1909,61088,520.2278463943331,1649.1741864348621
1910,61120,1126.2634586228257,1656.962968119075
1911,61152,212.1193777690846,1656.6634543805128
1912,61184,410.2415755303579,1658.239002898797
1913,61216,2131.4274282611623,1677.3359067458962
1914,61248,276.7570317646239,1671.7303665895638
1915,61280,1379.3342671828527,1674.0362250856635
1916,61312,316.55689798848323,1665.2577443722005
1917,61344,397.5518442231174,1662.928650265951
1918,61376,12418.064420481425,1778.6593624251177
1919,61408,374.9381605908449,1774.147801132436
1920,61440,170.0333450888089,1771.7507788810437
1921,61472,1848.1112260972488,1779.9427977240557
1922,61504,658.6572886436286,1774.221729273785
1923,61536,602.9014077189385,1775.8121514729287
1924,61568,720.4561762254677,1778.3104713858042
1925,61600,346.6092620696405,1779.470850603588
1926,61632,1381.1813398714005,1791.1563890880334
1927,61664,462.9904816120489,1785.8067430965132
1928,61696,280.92235624580576,1718.1473559616581
1929,61728,683.7559949827707,1697.8170956237234
1930,61760,671.3985021570105,1700.3474886060217
1931,61792,175.41225812034764,1701.022613913898
1932,61824,943.6296614956547,1696.233851799801
1933,61856,411.11355300102036,1696.9635739297896
1934,61888,3082.1448440283957,1720.960808693433
1935,61920,240.8084025640015,1701.3080796802535
1936,61952,725.9440337319536,1702.937665923125
1937,61984,205.16471822552006,1702.0583327837169
1938,62016,1564.8163374900107,1713.8963490659555
1939,62048,717.84664554723,1703.8108652815915
1940,62080,766.2422960117684,1708.5916060616341
1941,62112,405.9847675905337,1706.7328063168666
1942,62144,836.779435160515,1712.6884584419731
1943,62176,1019.8702470766798,1604.6357580396107
1944,62208,268.82340529593614,1602.0625041081785
1945,62240,492.7087480255771,1602.6001496920908
1946,62272,562.3707663373891,1605.397551897341
1947,62304,1299.0588259878105,1605.6806902309743
1948,62336,739.5362561629381,1611.0810193619293
1949,62368,2654.840846369986,1064.5975713721782
1950,62400,737.4504409726412,1056.2502656352704
1951,62432,1431.772976680704,1068.215219672672
1952,62464,263.79066505856,1054.4550017562865
1953,62496,246.4096704255652,1039.9895226579015
1954,62528,2289.5278649733714,1059.4241881110236
1955,62560,328.7836536109334,1049.399837817269
1956,62592,1139.9150216756323,1054.7609421455263
1957,62624,1133.360489658281,1062.2303581998183
1958,62656,263.6425243395476,1057.8883876509205
1959,62688,1433.761424184032,1063.5835156626981
1960,62720,208.69586856128043,1061.7767922969651
1961,62752,511.8342534390547,1053.8822731380774
1962,62784,1272.8371712147832,1063.6750447384852
1963,62816,199.26500306990255,1060.2717443091126
1964,62848,1683.4640007821638,1066.7100791088496
1965,62880,450.7174763382885,1058.15220003204
1966,62912,834.9167989755462,1062.0468009430142
1967,62944,411.42946131137904,1059.3649897073585
1968,62976,751.3139895801479,1035.3879476219781
1969,63008,1026.037991707607,1044.960196936564
1970,63040,20856.31924376527,1230.5856430794706
1971,63072,2599.5866007018612,1254.549357675194
1972,63104,497.5642139053202,1250.1428718335828
1973,63136,213.99679160890648,1246.7664868612535
1974,63168,626.646473206802,1155.6823154697167
1975,63200,897.5514386484471,1160.6493099014854
1976,63232,380.861297658564,1159.9591669695747
1977,63264,454.7047597871369,1151.499665673652
1978,63296,667.3967668900569,1134.373880948299
1979,63328,2260.446053562499,1155.4100322914996
1980,63360,3510.1409956064554,1188.5267180999194
1981,63392,746.1659989684126,1178.343855128466
1982,63424,655.73579802974,1182.9552470505926
1983,63456,340.91965411570675,1174.4106663298012
1984,63488,331.92567820243323,1174.1836620010547
1985,63520,698.4544523391686,1174.9818109980788
1986,63552,1302.4018343520577,1182.6545154492678
1987,63584,396.3754585626045,1182.1112796567766
1988,63616,141.46808075742712,1177.185456423102
1989,63648,18498.70989870899,1343.2210774869907
1990,63680,124.34373048043904,1326.4046151446505
1991,63712,272.6278176618375,1318.3267079723987
1992,63744,10155.173134629016,1408.4387948775993
1993,63776,412.8903599532635,1403.1903016460446
1994,63808,305.5457817712139,1404.6859328560531
1995,63840,696.192761972567,1409.40425788205
1996,63872,609.4286461169503,1412.7289055372312
1997,63904,534.3654428735488,1406.6592699677085
1998,63936,1013.631201698602,1395.8000174417973
1999,63968,470.4227411603166,1397.5772788404693
2000,64000,507.32057114081357,1399.9471243904136
2001,64032,2444.4742019675473,1419.1227584458488
2002,64064,88.59324835617198,1416.8972033745706
2003,64096,223.7214660123999,1410.1850978560287
2004,64128,234.82318401240593,1409.266661431863
2005,64160,725.28921687022,1408.7124836580456
2006,64192,362.8252753282929,1366.4998177841314
2007,64224,321.73515308402244,1368.981996894537
2008,64256,280.629620678271,1369.839275294503
2009,64288,2169.04692913728,1386.3274661219327
2010,64320,1343.907149280407,1388.5039030285086
2011,64352,2309.3077655774973,1409.4757869065927
2012,64384,922.7497360311897,1414.600868511601
2013,64416,406.8423315768259,1397.3550175447576
2014,64448,755.8236468362111,1402.1456836954735
2015,64480,291.7385454204621,1391.2697264778496
2016,64512,1153.4217598775062,1399.6383750967398
2017,64544,346.29527044603316,1399.1258093589688
2018,64576,951.46101355929,1284.4597752897475
2019,64608,632.7806374858455,1287.0382000586978
2020,64640,632.8063977557838,1291.6659305853673
2021,64672,392.10281879021403,1277.105846512297
2022,64704,418.44821485990894,1274.7037557744595
2023,64736,1626.222840960112,1284.9369701068713
2024,64768,139.0559304808441,1279.1229676494252
2025,64800,682.7316409153754,1282.4841914378826
2026,64832,824.625571135219,1276.918633750521
2027,64864,642.9802476994578,1278.718531411395
2028,64896,1064.24338538988,1286.5517417028357
2029,64928,1151.767352541205,1291.23185527842
2030,64960,474.6024216252662,1289.2638944731027
2031,64992,7658.986417439971,1364.0996360662987
2032,65024,145.89945094313117,1356.1223339607734
2033,65056,732.3431607875048,1359.3346300386386
2034,65088,22267.069386817326,1551.1838754665278
2035,65120,465.43881893449753,1553.4301796302325
2036,65152,244.6531228522839,1548.6172705214358
2037,65184,3913.1561254119065,1585.6971845932999
2038,65216,1859.6076665668295,1588.645097884068
2039,65248,305.6627571636492,1584.5232590002324
2040,65280,464.73113985216145,1581.5081474386361
2041,65312,289.1932620821298,1580.3402323835521
2042,65344,1453.6589326872213,1586.5090273588194
2043,65376,2016.8282673926958,1596.4786075619797
2044,65408,1715.0072979865993,1610.9404464888862
2045,65440,464.89317655012115,1610.6622907741316
2046,65472,748.5176202773878,1612.5237593135316
2047,65504,996.8458558073265,1609.5016296117267
2048,65536,1271.8466275016817,1614.824733325114
2049,65568,1704.5711686278696,1605.322036547693
2050,65600,1235.4536528114922,1610.3020686660818
2051,65632,175.22147112111756,1597.7365536104855
2052,65664,328.7731118338009,1598.386378078238
2053,65696,357.5069679318321,1599.497351053301
2054,65728,567.9014042921652,1582.2810864464886
2055,65760,3714.2227474837237,1616.1354773852167
2056,65792,458.7148901420614,1609.3234760698806
2057,65824,265.0150253884595,1600.6400214271823
2058,65856,863.1413147362716,1606.6350093311496
2059,65888,463.0595590025678,1596.9279906793354
2060,65920,701.5104943630025,1601.8561369373524
2061,65952,1534.4670594642007,1612.0824649976037
2062,65984,584.3535533585848,1605.1976288190417
2063,66016,808.7813184388599,1611.292791972731
2064,66048,843.7865352535968,1602.8960173174455
2065,66080,1712.9469363963603,1615.5183119180263
2066,66112,890.1382309664879,1616.0705262379356
2067,66144,314.0488175399948,1615.0967198002218
2068,66176,2921.750056607342,1636.8010804704936
2069,66208,1315.7378340981206,1639.698078894399
2070,66240,666.0871331665895,1437.7957577884124
2071,66272,442.16932176338065,1416.2215849990278
2072,66304,691.3141808506026,1418.1590846684805
2073,66336,268.8321070537873,1418.707437822929
2074,66368,1226.1646221397148,1424.702619312258
2075,66400,54.66785452341475,1416.2737834710076
2076,66432,3967.4646011694417,1452.1398165061164
2077,66464,707.199680645851,1454.6647657147037
2078,66496,225.9635295066675,1450.25043334087
2079,66528,4437.835476786267,1472.0243275731075
2080,66560,485.18885755903733,1441.7748061926334
2081,66592,230.2588820170615,1436.61573502312
2082,66624,375.22673694812926,1433.810644412304
2083,66656,698.5264430935496,1437.3867123020825
2084,66688,437.7238351797528,1438.4446938718556
2085,66720,441.7211620671783,1435.877360969136
2086,66752,162.59916885378982,1424.479334314153
2087,66784,724.941836563404,1427.764998094161
2088,66816,1349.6276158910377,1439.846593445497
2089,66848,674.3670665975125,1261.603165124382
2090,66880,245.07481310445002,1262.8104759506223
2091,66912,696.5039552335174,1267.0492373263392
2092,66944,97.50243004756548,1166.4725302805248
2093,66976,98.06800597415597,1163.3243067407336
2094,67008,277.6410843618198,1163.0452597666397
2095,67040,420.34600307989774,1160.286792177713
2096,67072,139.13532922951907,1155.5838590088385
2097,67104,1308.4450710116168,1163.3246552902194
2098,67136,1387.271343687693,1167.0610567101103
2099,67168,661.5927327370671,1168.9727566258778
2100,67200,603.6716857905739,1169.9362677723752
2101,67232,262.624131167949,1148.1177670643792
2102,67264,559.162156048147,1152.823456141299
2103,67296,141.97574399382535,1152.0059989211131
2104,67328,204.2287234173623,1151.7000543151628
2105,67360,215.4546810525913,1146.6017089569866
2106,67392,1128.4576049483094,1154.258032253187
2107,67424,2796.1276468944698,1179.0019571912915
2108,67456,640.6424265350925,1182.6020852498598
2109,67488,417.8589103513367,1165.0902050620002
2110,67520,505.19715055645503,1156.7031050747605
2111,67552,109.02225409551255,1134.7002499599407
2112,67584,3198.117885960235,1157.4539314592312
2113,67616,1554.9285338771092,1168.934793482234
2114,67648,133.81936977432864,1162.7147507116151
2115,67680,979.9465820555503,1169.596831077966
2116,67712,150.80976281426436,1159.5707111073336
2117,67744,203.64685565338527,1158.1442269594072
2118,67776,307.65214384348536,1151.7061382622492
2119,67808,5031.633312443489,1195.6946650118257
2120,67840,351.0457402255369,1192.877058436523
2121,67872,419.40655823558757,1193.1500958309766
2122,67904,658.9420316274102,1195.5550339986519
2123,67936,447.03387273832516,1183.7631443164341
2124,67968,1358.7990386637518,1195.9605753982632
2125,68000,1262.97512787182,1201.7630102678274
2126,68032,1498.9269337108951,1208.5060238935841
2127,68064,216.6690937782512,1204.2429123543723
2128,68096,1585.3040321776778,1209.45351882225
2129,68128,557.6980757062554,1203.5128260539004
2130,68160,1204.3436801478035,1210.8102386391258
2131,68192,5655.322567995357,1190.77360014468
2132,68224,916.6525254727125,1198.4811308899755
2133,68256,344.99226845872556,1194.607621966688
2134,68288,365.2180670686872,975.5891087692016
2135,68320,442.8404304625008,975.3631248844815
2136,68352,5456.831101364567,1027.4849046696042
2137,68384,220.1851789561459,990.5551952050467
2138,68416,193.13058962158132,973.8904244355942
2139,68448,813.8412947949728,978.9722098119075
2140,68480,268.9344006257072,977.014242419643
2141,68512,810.0714019574634,982.2230238183963
2142,68544,934.4820056386573,977.0312545479106
2143,68576,274.26204228664716,959.6055922968501
2144,68608,144.1437467120205,943.8969567841043
2145,68640,388.2080729777212,943.1301057483802
2146,68672,597.6222007322052,941.6211515529284
2147,68704,583.2991456429282,937.4856844512843
2148,68736,663.4046917243302,931.4012650935108
2149,68768,322.12726885961507,917.5768260958283
2150,68800,292.73700504984663,908.1496596182119
2151,68832,1682.3185887795528,923.2206307947963
2152,68864,13656.679533088078,1056.4996950073391
2153,68896,106.24108411869074,1053.9870361692076
2154,68928,462.9861115662558,1052.9378832419486
2155,68960,1386.3639075121303,1029.6592948422326
2156,68992,169.69106316875153,1026.7690565724997
2157,69024,2300.6167411721435,1047.1250737303367
2158,69056,426.4647955311954,1042.7583085382857
2159,69088,337.8647237701886,1041.5063601859617
2160,69120,644.2352175167764,1040.9336074174998
2161,69152,497.17550983214494,1030.560691921179
2162,69184,816.8181393222407,1032.8853377808155
2163,69216,1994.5473205804587,1044.7429978022315
2164,69248,509.7097211763803,1041.4022296614596
2165,69280,525.2207770478835,1029.5249680679747
2166,69312,1203.2297018079148,1032.6558827763888
2167,69344,1922.0226539380249,1048.7356211403694
2168,69376,2778.510382285635,1047.3032243971522
2169,69408,2213.244192274176,1056.2782879789127
2170,69440,326.96042450557235,1052.8870208923024
2171,69472,2878.359335255417,1077.2489210272229
2172,69504,705.1288156122146,1077.387067374839
2173,69536,2216.4257389464888,1096.863003693766
2174,69568,2465.630590329028,1109.2576633756591
2175,69600,114.73904066758055,1109.858375237101
2176,69632,269.4747337877823,1072.8784765632843
2177,69664,154.62099858500056,1067.352689742676
2178,69696,1037.6146263508645,1075.4692007111178
2179,69728,6586.723154677592,1096.9580774900312
2180,69760,452.9560131289336,1096.6357490457299
2181,69792,645.6836960285121,1100.7899971858444
2182,69824,369.47901505189435,1100.7325199668821
2183,69856,4350.587895864487,1137.2531344945914
2184,69888,810.1278292154234,1140.9771744349478
2185,69920,1374.1342193589505,1150.301305007866
2186,69952,916.2994717731124,1157.8383080370593
2187,69984,509.68775594620973,1155.6857672308874
2188,70016,475.69121470124213,1146.9464032189894
2189,70048,1672.1371487563435,1156.9241040405775
2190,70080,4812.222666603567,1202.5955825755686
2191,70112,565.248824829492,1201.2830312715282
2192,70144,2723.3131772152306,1227.541138743205
2193,70176,349.6531522994709,1230.0569902064583
2194,70208,239.35656985045097,1229.6741450613445
2195,70240,2066.490541130001,1246.1355904418456
2196,70272,831.2851375865446,1253.0570885254158
2197,70304,10408.28250692648,1344.0554628845646
2198,70336,159.02086802394606,1331.7729581279268
2199,70368,2054.9120664674624,1345.7061514652307
2200,70400,1393.5582295670845,1353.605016902996
2201,70432,1111.5164707578836,1362.0939402988952
2202,70464,272.87064270636694,1359.2310251654774
2203,70496,718.31286043263,1364.9943963298656
2204,70528,489.4019650409306,1367.8461287461012
2205,70560,229.4024872096876,1367.9856068076724
2206,70592,1410.4229262898662,1370.8052600210879
2207,70624,713.9133743310349,1349.9831172954532
2208,70656,2069.430431936703,1364.2709973494696
2209,70688,980.3731598589324,1369.8961398445458
2210,70720,1516.6940065562158,1380.0111084045434
2211,70752,1941.8048545662525,1398.3389344092507
2212,70784,2210.3978357809406,1388.4617339074578
2213,70816,1295.6918973729064,1385.8693675424156
2214,70848,2050.5542874695766,1405.036716719368
2215,70880,495.9865890402781,1400.1971167892154
2216,70912,261.55559747093486,1401.304575135782
2217,70944,233.6464533482777,1401.604571112731
2218,70976,517.2613903092575,1403.7006635773887
2219,71008,266.413938380805,1356.0484698367618
2220,71040,1224.002599484184,1364.7780384293483
2221,71072,10405.093140172221,1464.6349042487145
2222,71104,128.07919004046033,1459.326275832845
2223,71136,460.43231813874746,1459.4602602868492
2224,71168,337.4764030343636,1449.2470339305555
2225,71200,280.8779849475119,1439.4260625013123
2226,71232,852.6749783943405,1432.9635429481468
2227,71264,397.9815270590367,1434.7766672809546
2228,71296,379.45671127343445,1422.718194071912
2229,71328,963.2714073187427,1426.773927388037
2230,71360,781.8698097702841,1422.5491886842617
2231,71392,219.87682239158755,1368.194731228224
2232,71424,350.7077516838026,1362.5352834903351
2233,71456,507.64196117528115,1364.1617804175007
2234,71488,810.7240721300356,1368.616840468114
2235,71520,113.05423467940257,1365.3189785102832
2236,71552,817.0002245636197,1318.9206697422735
2237,71584,375.45727603058253,1320.473390713018
2238,71616,4350.410947343602,1362.0461942902384
2239,71648,223.01650862525074,1356.137946428541
2240,71680,807.9995402467163,1361.5285978247514
2241,71712,761.9063672428482,1361.0469474776053
2242,71744,435.06688567128646,1356.0527962779315
2243,71776,2179.247536028003,1375.1026512153448
2244,71808,290.2690216881966,1376.5639039651064
2245,71840,351.48209313135095,1376.196644166643
2246,71872,237.03904639878246,1372.5908126233087
2247,71904,1234.1673259989213,1379.0994944268687
2248,71936,274.7285255081925,1375.2127327647074
2249,71968,3057.624133745993,1402.5677014135713
2250,72000,764.0193993850145,1407.280525356923
2251,72032,4536.250441396153,1435.8198438830889
2252,72064,1576.2144902629816,1315.015193454838
2253,72096,1368.676568835666,1327.6395483020076
2254,72128,1054.4854564712505,1333.5545417510575
2255,72160,247.2931671836033,1322.1638343477723
2256,72192,391.22091288217956,1324.3791328449065
2257,72224,1774.0090495909778,1319.1130559290948
2258,72256,1501.2419846366543,1329.8608278201493
2259,72288,97.97630209653728,1327.461943603413
2260,72320,1421.6140768936905,1335.235732197182
2261,72352,505.1754153286946,1335.3157312521475
2262,72384,391.84720944505307,1331.0660219533759
2263,72416,2957.0925336228474,1340.6914740838
2264,72448,2359.6122060439775,1359.1904989324757
2265,72480,311.7840988083262,1357.0561321500804
2266,72512,1034.6202249729542,1355.3700373817305
2267,72544,167.1767918220562,1337.8215787605707
2268,72576,87.65776147000332,1310.9130525524145
2269,72608,211.52221484483175,1290.8958327781208
2270,72640,881.7426063232531,1296.4436545962978
2271,72672,758.6298295751382,1275.246359539495
2272,72704,1089.2080003238973,1279.0871513866118
2273,72736,1101.7973355791016,1267.940867352938
2274,72768,4990.079543674065,1293.1853568863887
2275,72800,238.2424765093571,1294.4203912448065
2276,72832,694.0200058712286,1298.6658439656408
2277,72864,375.70303360584154,1300.876664315849
2278,72896,278.96493990098224,1293.2901674513505
2279,72928,347.2557988446083,1230.8954938930206
2280,72960,486.24453028794983,1231.2283790646106
2281,72992,651.9458183150763,1231.2910002874762
2282,73024,791.782223641073,1235.514032373368
2283,73056,175.36654514132778,1193.7618188661363
2284,73088,474.7977320052295,1190.4085178940345
2285,73120,112.74436393231065,1177.794619339768
2286,73152,291.5532593122084,1171.547157215159
2287,73184,947.580182892612,1175.926081484623
2288,73216,121.74025653233555,1172.3865719029336
2289,73248,4860.482692313579,1204.270027338506
2290,73280,443.3385773491786,1160.5811864459622
2291,73312,188.98763287478775,1156.8185745264154
2292,73344,237.30285916323925,1131.9584713458955
2293,73376,435.7291009438804,1132.8192308323396
2294,73408,154.79025160857915,1131.9735676499208
2295,73440,545.0585232581655,1116.7592474712023
2296,73472,107.747619072125,1109.523872286058
2297,73504,527.5679899773305,1010.7167271165665
2298,73536,471936.0352712458,5728.486871148785
2299,73568,398.02860088565,5711.918036492967
2300,73600,1366.0663481501979,5711.643117678798
2301,73632,653.4912811764306,5707.062865782983
2302,73664,1096.4503162151054,5715.298662518071
2303,73696,3210.2905335156943,5740.218439248902
2304,73728,151.8298618370717,5736.842718216864
2305,73760,1033.0795154947432,5744.879488499715
2306,73792,1578.6807294396879,5746.562066531212
2307,73824,2607.7657930771325,5765.500590718673
2308,73856,2639.2969768212997,5771.19925616752
2309,73888,657.1703997293957,5767.967228566224
2310,73920,2940.496786385016,5782.205256364512
2311,73952,1196.4616508864624,5774.751824327714
2312,73984,3335.6403137050534,5786.004249106956
2313,74016,1828.174617184332,5791.32907630507
2314,74048,362.1850252858696,5774.445383683232
2315,74080,504.8400718146772,5774.533918510976
2316,74112,1497.3526438808003,5786.891888975075
2317,74144,131.6272359699339,5785.871696801291
2318,74176,367.9387655785037,5784.378470553985
2319,74208,428.76317128221785,5786.001962882999
2320,74240,1751.1954171968039,5791.273891060125
2321,74272,468.7180782973945,5691.910140441376
2322,74304,595.6989972458935,5696.58633851343
2323,74336,272.7196269572275,5694.709211601615
2324,74368,663.5193095920613,5697.969640667193
2325,74400,495.87154950146163,5700.119576312733
2326,74432,936.3475551874883,5700.9563020806645
2327,74464,1789.9952904418776,5714.876439714492
2328,74496,478.336165750645,5715.865234259264
2329,74528,3134.0447345467055,5737.572967531543
2330,74560,396.07580375589725,5733.7150274713995
2331,74592,1791.4059718908766,5749.430318966392
2332,74624,2021.614464213245,5766.139386091688
2333,74656,1643.6843172697963,5777.499809652632
2334,74688,870.7775480886188,5778.100344412217
2335,74720,2001.5133269095913,5796.984935334519
2336,74752,1017.834035739508,5798.993273446279
2337,74784,670.6209406757199,5801.9449100927295
2338,74816,661.3406500955286,5765.054207120248
2339,74848,18483.64259415416,5947.660467975537
2340,74880,182.9401986712431,5941.409874559783
2341,74912,379.7719295765627,5937.588530183121
2342,74944,6690.941846770588,6000.147279794113
2343,74976,282.92968311363467,5981.18410126497
2344,75008,400.45159960924576,5982.285927044181
2345,75040,1656.083440531796,5995.331940518186
2346,75072,116.32753314650286,5994.124825385662
2347,75104,6733.197276225949,6049.115124887932
2348,75136,1607.513371572884,6062.4429733485795
2349,75168,539.6298147048265,6037.263030158168
2350,75200,634.3824509376898,6035.966660673695
2351,75232,989.7976619502957,6000.502132879236
2352,75264,439.81356041102254,5989.138123580716
2353,75296,83176.7222638246,6807.218580530605
2354,75328,518.461006213197,6801.858336028025
2355,75360,337.0430784936168,6802.755835141127
2356,75392,63.84904281512711,6799.482116440456
2357,75424,534.1782975791463,6787.083808920337
2358,75456,724.0540272601753,6779.3119293465725
2359,75488,1623.138355304888,6794.563549878656
2360,75520,537.0573527483599,6785.717982637201
2361,75552,4675.529474214855,6827.421523226062
2362,75584,238.48420904243827,6825.887893222037
