label,batch,memory_mb,delta_from_start_mb
batch,2158.0,391.2578125,72.2890625
batch,2159.0,391.2578125,72.2890625
batch,2160.0,391.2578125,72.2890625
batch,2161.0,391.2578125,72.2890625
batch,2162.0,391.2578125,72.2890625
batch,2163.0,391.2578125,72.2890625
batch,2164.0,391.2578125,72.2890625
batch,2165.0,391.2578125,72.2890625
batch,2166.0,391.2578125,72.2890625
batch,2167.0,391.2578125,72.2890625
batch,2168.0,391.26171875,72.29296875
batch,2169.0,391.26171875,72.29296875
batch,2170.0,391.26171875,72.29296875
batch,2171.0,391.26171875,72.29296875
batch,2172.0,391.26171875,72.29296875
batch,2173.0,391.26171875,72.29296875
batch,2174.0,391.265625,72.296875
batch,2175.0,391.265625,72.296875
batch,2176.0,391.265625,72.296875
batch,2177.0,391.265625,72.296875
batch,2178.0,391.265625,72.296875
batch,2179.0,391.265625,72.296875
batch,2180.0,391.265625,72.296875
batch,2181.0,391.265625,72.296875
batch,2182.0,391.265625,72.296875
batch,2183.0,391.265625,72.296875
batch,2184.0,391.265625,72.296875
batch,2185.0,391.265625,72.296875
batch,2186.0,391.265625,72.296875
batch,2187.0,391.265625,72.296875
batch,2188.0,391.265625,72.296875
batch,2189.0,391.265625,72.296875
batch,2190.0,391.265625,72.296875
batch,2191.0,391.265625,72.296875
batch,2192.0,391.265625,72.296875
batch,2193.0,391.265625,72.296875
batch,2194.0,391.265625,72.296875
batch,2195.0,391.265625,72.296875
batch,2196.0,391.265625,72.296875
batch,2197.0,391.265625,72.296875
batch,2198.0,391.265625,72.296875
batch,2199.0,391.26953125,72.30078125
batch,2200.0,391.26953125,72.30078125
batch,2201.0,391.26953125,72.30078125
batch,2202.0,391.26953125,72.30078125
batch,2203.0,391.2734375,72.3046875
batch,2204.0,391.2734375,72.3046875
batch,2205.0,391.2734375,72.3046875
batch,2206.0,391.27734375,72.30859375
batch,2207.0,391.27734375,72.30859375
batch,2208.0,391.27734375,72.30859375
batch,2209.0,391.27734375,72.30859375
batch,2210.0,391.27734375,72.30859375
batch,2211.0,391.27734375,72.30859375
batch,2212.0,391.27734375,72.30859375
batch,2213.0,391.27734375,72.30859375
batch,2214.0,391.27734375,72.30859375
batch,2215.0,391.27734375,72.30859375
batch,2216.0,391.27734375,72.30859375
batch,2217.0,391.27734375,72.30859375
batch,2218.0,391.27734375,72.30859375
batch,2219.0,391.27734375,72.30859375
batch,2220.0,391.27734375,72.30859375
batch,2221.0,391.27734375,72.30859375
batch,2222.0,391.27734375,72.30859375
batch,2223.0,391.27734375,72.30859375
batch,2224.0,391.27734375,72.30859375
batch,2225.0,391.27734375,72.30859375
batch,2226.0,391.27734375,72.30859375
batch,2227.0,391.27734375,72.30859375
batch,2228.0,391.27734375,72.30859375
batch,2229.0,391.27734375,72.30859375
batch,2230.0,391.27734375,72.30859375
batch,2231.0,391.28125,72.3125
batch,2232.0,391.28125,72.3125
batch,2233.0,391.28125,72.3125
batch,2234.0,391.28125,72.3125
batch,2235.0,391.28125,72.3125
batch,2236.0,391.28125,72.3125
batch,2237.0,391.28515625,72.31640625
batch,2238.0,391.28515625,72.31640625
batch,2239.0,391.28515625,72.31640625
batch,2240.0,391.28515625,72.31640625
batch,2241.0,391.28515625,72.31640625
batch,2242.0,391.28515625,72.31640625
batch,2243.0,391.28515625,72.31640625
batch,2244.0,391.28515625,72.31640625
batch,2245.0,391.28515625,72.31640625
batch,2246.0,391.28515625,72.31640625
batch,2247.0,391.28515625,72.31640625
batch,2248.0,391.28515625,72.31640625
batch,2249.0,391.28515625,72.31640625
batch,2250.0,391.28515625,72.31640625
batch,2251.0,391.28515625,72.31640625
batch,2252.0,391.28515625,72.31640625
batch,2253.0,391.28515625,72.31640625
batch,2254.0,391.28515625,72.31640625
batch,2255.0,391.28515625,72.31640625
batch,2256.0,391.28515625,72.31640625
batch,2257.0,391.28515625,72.31640625
batch,2258.0,391.28515625,72.31640625
batch,2259.0,391.28515625,72.31640625
batch,2260.0,391.28515625,72.31640625
batch,2261.0,391.28515625,72.31640625
batch,2262.0,391.28515625,72.31640625
batch,2263.0,391.2890625,72.3203125
batch,2264.0,391.2890625,72.3203125
batch,2265.0,391.2890625,72.3203125
batch,2266.0,391.29296875,72.32421875
batch,2267.0,391.29296875,72.32421875
batch,2268.0,391.29296875,72.32421875
batch,2269.0,391.296875,72.328125
batch,2270.0,391.296875,72.328125
batch,2271.0,391.296875,72.328125
batch,2272.0,391.296875,72.328125
batch,2273.0,391.296875,72.328125
batch,2274.0,391.296875,72.328125
batch,2275.0,391.296875,72.328125
batch,2276.0,391.296875,72.328125
batch,2277.0,391.296875,72.328125
batch,2278.0,391.296875,72.328125
batch,2279.0,391.296875,72.328125
batch,2280.0,391.296875,72.328125
batch,2281.0,391.296875,72.328125
batch,2282.0,391.296875,72.328125
batch,2283.0,391.296875,72.328125
batch,2284.0,391.296875,72.328125
batch,2285.0,391.296875,72.328125
batch,2286.0,391.296875,72.328125
batch,2287.0,391.296875,72.328125
batch,2288.0,391.296875,72.328125
batch,2289.0,391.296875,72.328125
batch,2290.0,391.296875,72.328125
batch,2291.0,391.296875,72.328125
batch,2292.0,391.296875,72.328125
batch,2293.0,391.296875,72.328125
batch,2294.0,391.296875,72.328125
batch,2295.0,391.30078125,72.33203125
batch,2296.0,391.30078125,72.33203125
batch,2297.0,391.30078125,72.33203125
batch,2298.0,391.30078125,72.33203125
batch,2299.0,391.30078125,72.33203125
batch,2300.0,391.30078125,72.33203125
batch,2301.0,391.3046875,72.3359375
batch,2302.0,391.3046875,72.3359375
batch,2303.0,391.3046875,72.3359375
batch,2304.0,391.3046875,72.3359375
batch,2305.0,391.3046875,72.3359375
batch,2306.0,391.3046875,72.3359375
batch,2307.0,391.3046875,72.3359375
batch,2308.0,391.3046875,72.3359375
batch,2309.0,391.3046875,72.3359375
batch,2310.0,391.3046875,72.3359375
batch,2311.0,391.3046875,72.3359375
batch,2312.0,391.3046875,72.3359375
batch,2313.0,391.3046875,72.3359375
batch,2314.0,391.3046875,72.3359375
batch,2315.0,391.3046875,72.3359375
batch,2316.0,391.3046875,72.3359375
batch,2317.0,391.3046875,72.3359375
batch,2318.0,391.3046875,72.3359375
batch,2319.0,391.3046875,72.3359375
batch,2320.0,391.3046875,72.3359375
batch,2321.0,391.3046875,72.3359375
batch,2322.0,391.3046875,72.3359375
batch,2323.0,391.3046875,72.3359375
batch,2324.0,391.3046875,72.3359375
batch,2325.0,391.3046875,72.3359375
batch,2326.0,391.30859375,72.33984375
batch,2327.0,391.30859375,72.33984375
batch,2328.0,391.30859375,72.33984375
batch,2329.0,391.30859375,72.33984375
batch,2330.0,391.3125,72.34375
batch,2331.0,391.3125,72.34375
batch,2332.0,391.3125,72.34375
batch,2333.0,391.31640625,72.34765625
batch,2334.0,391.31640625,72.34765625
batch,2335.0,391.31640625,72.34765625
batch,2336.0,391.31640625,72.34765625
batch,2337.0,391.31640625,72.34765625
batch,2338.0,391.31640625,72.34765625
batch,2339.0,391.31640625,72.34765625
batch,2340.0,391.31640625,72.34765625
batch,2341.0,391.31640625,72.34765625
batch,2342.0,391.31640625,72.34765625
batch,2343.0,391.31640625,72.34765625
batch,2344.0,391.31640625,72.34765625
batch,2345.0,391.31640625,72.34765625
batch,2346.0,391.31640625,72.34765625
batch,2347.0,391.31640625,72.34765625
batch,2348.0,391.31640625,72.34765625
batch,2349.0,391.31640625,72.34765625
batch,2350.0,391.31640625,72.34765625
batch,2351.0,391.31640625,72.34765625
batch,2352.0,391.31640625,72.34765625
batch,2353.0,391.31640625,72.34765625
batch,2354.0,391.31640625,72.34765625
batch,2355.0,391.31640625,72.34765625
batch,2356.0,391.31640625,72.34765625
batch,2357.0,391.31640625,72.34765625
batch,2358.0,391.3203125,72.3515625
batch,2359.0,391.3203125,72.3515625
batch,2360.0,391.3203125,72.3515625
batch,2361.0,391.3203125,72.3515625
batch,2362.0,391.3203125,72.3515625
batch,2363.0,391.3203125,72.3515625
batch,2364.0,391.3203125,72.3515625
batch,2365.0,391.32421875,72.35546875
batch,2366.0,391.32421875,72.35546875
batch,2367.0,391.32421875,72.35546875
batch,2368.0,391.32421875,72.35546875
batch,2369.0,391.32421875,72.35546875
batch,2370.0,391.32421875,72.35546875
batch,2371.0,391.32421875,72.35546875
batch,2372.0,391.32421875,72.35546875
batch,2373.0,391.32421875,72.35546875
batch,2374.0,391.32421875,72.35546875
batch,2375.0,391.32421875,72.35546875
batch,2376.0,391.32421875,72.35546875
batch,2377.0,391.32421875,72.35546875
batch,2378.0,391.32421875,72.35546875
batch,2379.0,391.32421875,72.35546875
batch,2380.0,391.32421875,72.35546875
batch,2381.0,391.32421875,72.35546875
batch,2382.0,391.32421875,72.35546875
batch,2383.0,391.32421875,72.35546875
batch,2384.0,391.32421875,72.35546875
batch,2385.0,391.32421875,72.35546875
batch,2386.0,391.32421875,72.35546875
batch,2387.0,391.32421875,72.35546875
batch,2388.0,391.32421875,72.35546875
batch,2389.0,391.32421875,72.35546875
batch,2390.0,391.328125,72.359375
batch,2391.0,391.328125,72.359375
batch,2392.0,391.328125,72.359375
batch,2393.0,391.33203125,72.36328125
batch,2394.0,391.33203125,72.36328125
batch,2395.0,391.33203125,72.36328125
batch,2396.0,391.33203125,72.36328125
batch,2397.0,391.3359375,72.3671875
batch,2398.0,391.3359375,72.3671875
batch,2399.0,391.3359375,72.3671875
batch,2400.0,391.3359375,72.3671875
batch,2401.0,391.3359375,72.3671875
batch,2402.0,391.3359375,72.3671875
batch,2403.0,391.3359375,72.3671875
batch,2404.0,391.3359375,72.3671875
batch,2405.0,391.3359375,72.3671875
batch,2406.0,391.3359375,72.3671875
batch,2407.0,391.3359375,72.3671875
batch,2408.0,391.3359375,72.3671875
batch,2409.0,391.3359375,72.3671875
batch,2410.0,391.3359375,72.3671875
batch,2411.0,391.3359375,72.3671875
batch,2412.0,391.3359375,72.3671875
batch,2413.0,391.3359375,72.3671875
batch,2414.0,391.3359375,72.3671875
batch,2415.0,391.3359375,72.3671875
batch,2416.0,391.3359375,72.3671875
batch,2417.0,391.3359375,72.3671875
batch,2418.0,391.3359375,72.3671875
batch,2419.0,391.3359375,72.3671875
batch,2420.0,391.3359375,72.3671875
batch,2421.0,391.3359375,72.3671875
batch,2422.0,391.33984375,72.37109375
batch,2423.0,391.33984375,72.37109375
batch,2424.0,391.33984375,72.37109375
batch,2425.0,391.33984375,72.37109375
batch,2426.0,391.33984375,72.37109375
batch,2427.0,391.33984375,72.37109375
batch,2428.0,391.33984375,72.37109375
batch,2429.0,391.34375,72.375
batch,2430.0,391.34375,72.375
batch,2431.0,391.34375,72.375
batch,2432.0,391.34375,72.375
batch,2433.0,391.34375,72.375
batch,2434.0,391.34375,72.375
batch,2435.0,391.34375,72.375
batch,2436.0,391.34375,72.375
batch,2437.0,391.34375,72.375
batch,2438.0,391.34375,72.375
batch,2439.0,391.34375,72.375
batch,2440.0,391.34375,72.375
batch,2441.0,391.34375,72.375
batch,2442.0,391.34375,72.375
batch,2443.0,391.34375,72.375
batch,2444.0,391.34375,72.375
batch,2445.0,391.34375,72.375
batch,2446.0,391.34375,72.375
batch,2447.0,391.34375,72.375
batch,2448.0,391.34375,72.375
batch,2449.0,391.34375,72.375
batch,2450.0,391.34375,72.375
batch,2451.0,391.34375,72.375
batch,2452.0,391.34375,72.375
batch,2453.0,391.34765625,72.37890625
batch,2454.0,391.34765625,72.37890625
batch,2455.0,391.3515625,72.3828125
batch,2456.0,391.3515625,72.3828125
batch,2457.0,391.3515625,72.3828125
batch,2458.0,391.3515625,72.3828125
batch,2459.0,391.3515625,72.3828125
batch,2460.0,391.3515625,72.3828125
batch,2461.0,391.35546875,72.38671875
batch,2462.0,391.35546875,72.38671875
batch,2463.0,391.35546875,72.38671875
batch,2464.0,391.35546875,72.38671875
batch,2465.0,391.35546875,72.38671875
batch,2466.0,391.35546875,72.38671875
batch,2467.0,391.35546875,72.38671875
batch,2468.0,391.35546875,72.38671875
batch,2469.0,391.35546875,72.38671875
batch,2470.0,391.35546875,72.38671875
batch,2471.0,391.35546875,72.38671875
batch,2472.0,391.35546875,72.38671875
batch,2473.0,391.35546875,72.38671875
batch,2474.0,391.35546875,72.38671875
batch,2475.0,391.35546875,72.38671875
batch,2476.0,391.35546875,72.38671875
batch,2477.0,391.35546875,72.38671875
batch,2478.0,391.35546875,72.38671875
batch,2479.0,391.35546875,72.38671875
batch,2480.0,391.35546875,72.38671875
batch,2481.0,391.35546875,72.38671875
batch,2482.0,391.35546875,72.38671875
batch,2483.0,391.35546875,72.38671875
batch,2484.0,391.35546875,72.38671875
batch,2485.0,391.359375,72.390625
batch,2486.0,391.359375,72.390625
batch,2487.0,391.359375,72.390625
batch,2488.0,391.359375,72.390625
batch,2489.0,391.36328125,72.39453125
batch,2490.0,391.36328125,72.39453125
batch,2491.0,391.36328125,72.39453125
batch,2492.0,391.3671875,72.3984375
batch,2493.0,391.3671875,72.3984375
batch,2494.0,391.3671875,72.3984375
batch,2495.0,391.3671875,72.3984375
batch,2496.0,391.3671875,72.3984375
batch,2497.0,391.3671875,72.3984375
batch,2498.0,391.3671875,72.3984375
batch,2499.0,391.3671875,72.3984375
batch,2500.0,391.3671875,72.3984375
batch,2501.0,391.3671875,72.3984375
batch,2502.0,391.3671875,72.3984375
batch,2503.0,391.3671875,72.3984375
batch,2504.0,391.3671875,72.3984375
batch,2505.0,391.3671875,72.3984375
batch,2506.0,391.3671875,72.3984375
batch,2507.0,391.3671875,72.3984375
batch,2508.0,391.3671875,72.3984375
batch,2509.0,391.3671875,72.3984375
batch,2510.0,391.3671875,72.3984375
batch,2511.0,391.3671875,72.3984375
batch,2512.0,391.3671875,72.3984375
batch,2513.0,391.37109375,72.40234375
batch,2514.0,391.37109375,72.40234375
batch,2515.0,391.37109375,72.40234375
batch,2516.0,391.37109375,72.40234375
batch,2517.0,391.375,72.40625
batch,2518.0,391.375,72.40625
batch,2519.0,391.375,72.40625
batch,2520.0,391.375,72.40625
batch,2521.0,391.375,72.40625
batch,2522.0,391.375,72.40625
batch,2523.0,391.375,72.40625
batch,2524.0,391.37890625,72.41015625
batch,2525.0,391.37890625,72.41015625
batch,2526.0,391.37890625,72.41015625
batch,2527.0,391.37890625,72.41015625
batch,2528.0,391.37890625,72.41015625
batch,2529.0,391.37890625,72.41015625
batch,2530.0,391.37890625,72.41015625
batch,2531.0,391.37890625,72.41015625
batch,2532.0,391.37890625,72.41015625
batch,2533.0,391.37890625,72.41015625
batch,2534.0,391.37890625,72.41015625
batch,2535.0,391.37890625,72.41015625
batch,2536.0,391.37890625,72.41015625
batch,2537.0,391.37890625,72.41015625
batch,2538.0,391.37890625,72.41015625
batch,2539.0,391.37890625,72.41015625
batch,2540.0,391.37890625,72.41015625
batch,2541.0,391.37890625,72.41015625
batch,2542.0,391.37890625,72.41015625
batch,2543.0,391.37890625,72.41015625
batch,2544.0,391.37890625,72.41015625
batch,2545.0,391.37890625,72.41015625
batch,2546.0,391.37890625,72.41015625
batch,2547.0,391.37890625,72.41015625
batch,2548.0,391.37890625,72.41015625
batch,2549.0,391.3828125,72.4140625
batch,2550.0,391.3828125,72.4140625
batch,2551.0,391.3828125,72.4140625
batch,2552.0,391.3828125,72.4140625
batch,2553.0,391.3828125,72.4140625
batch,2554.0,391.3828125,72.4140625
batch,2555.0,391.3828125,72.4140625
batch,2556.0,391.38671875,72.41796875
batch,2557.0,391.38671875,72.41796875
batch,2558.0,391.38671875,72.41796875
batch,2559.0,391.40625,72.4375
batch,2560.0,391.40625,72.4375
batch,2561.0,391.41015625,72.44140625
batch,2562.0,391.4296875,72.4609375
batch,2563.0,391.4296875,72.4609375
batch,2564.0,391.4296875,72.4609375
batch,2565.0,391.4296875,72.4609375
batch,2566.0,391.4296875,72.4609375
batch,2567.0,391.4296875,72.4609375
batch,2568.0,391.4296875,72.4609375
batch,2569.0,391.4296875,72.4609375
batch,2570.0,391.4296875,72.4609375
batch,2571.0,391.4296875,72.4609375
batch,2572.0,391.4296875,72.4609375
batch,2573.0,391.4296875,72.4609375
batch,2574.0,391.4296875,72.4609375
batch,2575.0,391.4296875,72.4609375
batch,2576.0,391.4296875,72.4609375
batch,2577.0,391.4296875,72.4609375
batch,2578.0,391.4296875,72.4609375
batch,2579.0,391.43359375,72.46484375
batch,2580.0,391.4375,72.46875
batch,2581.0,391.4375,72.46875
batch,2582.0,391.4375,72.46875
batch,2583.0,391.4375,72.46875
batch,2584.0,391.4375,72.46875
batch,2585.0,391.4375,72.46875
batch,2586.0,391.4375,72.46875
batch,2587.0,391.4375,72.46875
batch,2588.0,391.44140625,72.47265625
batch,2589.0,391.44140625,72.47265625
batch,2590.0,391.44140625,72.47265625
batch,2591.0,391.44140625,72.47265625
batch,2592.0,391.44140625,72.47265625
batch,2593.0,391.44140625,72.47265625
batch,2594.0,391.44140625,72.47265625
batch,2595.0,391.44140625,72.47265625
batch,2596.0,391.44140625,72.47265625
batch,2597.0,391.44140625,72.47265625
batch,2598.0,391.44140625,72.47265625
batch,2599.0,391.44140625,72.47265625
batch,2600.0,391.44140625,72.47265625
batch,2601.0,391.44140625,72.47265625
batch,2602.0,391.44140625,72.47265625
batch,2603.0,391.44140625,72.47265625
batch,2604.0,391.44140625,72.47265625
batch,2605.0,391.44140625,72.47265625
batch,2606.0,391.44140625,72.47265625
batch,2607.0,391.44140625,72.47265625
batch,2608.0,391.44140625,72.47265625
batch,2609.0,391.44140625,72.47265625
batch,2610.0,391.44140625,72.47265625
batch,2611.0,391.44140625,72.47265625
batch,2612.0,391.4453125,72.4765625
batch,2613.0,391.4453125,72.4765625
batch,2614.0,391.4453125,72.4765625
batch,2615.0,391.4453125,72.4765625
batch,2616.0,391.4453125,72.4765625
batch,2617.0,391.4453125,72.4765625
batch,2618.0,391.4453125,72.4765625
batch,2619.0,391.4453125,72.4765625
batch,2620.0,391.44921875,72.48046875
batch,2621.0,391.44921875,72.48046875
batch,2622.0,391.44921875,72.48046875
batch,2623.0,391.44921875,72.48046875
batch,2624.0,391.44921875,72.48046875
batch,2625.0,391.44921875,72.48046875
batch,2626.0,391.44921875,72.48046875
batch,2627.0,391.44921875,72.48046875
batch,2628.0,391.44921875,72.48046875
batch,2629.0,391.44921875,72.48046875
batch,2630.0,391.44921875,72.48046875
batch,2631.0,391.44921875,72.48046875
batch,2632.0,391.44921875,72.48046875
batch,2633.0,391.44921875,72.48046875
batch,2634.0,391.44921875,72.48046875
batch,2635.0,391.44921875,72.48046875
batch,2636.0,391.44921875,72.48046875
batch,2637.0,391.44921875,72.48046875
batch,2638.0,391.44921875,72.48046875
batch,2639.0,391.44921875,72.48046875
batch,2640.0,391.44921875,72.48046875
batch,2641.0,391.44921875,72.48046875
batch,2642.0,391.44921875,72.48046875
batch,2643.0,391.44921875,72.48046875
batch,2644.0,391.453125,72.484375
batch,2645.0,391.45703125,72.48828125
batch,2646.0,391.45703125,72.48828125
batch,2647.0,391.45703125,72.48828125
batch,2648.0,391.45703125,72.48828125
batch,2649.0,391.45703125,72.48828125
batch,2650.0,391.45703125,72.48828125
batch,2651.0,391.45703125,72.48828125
batch,2652.0,391.4609375,72.4921875
batch,2653.0,391.4609375,72.4921875
batch,2654.0,391.4609375,72.4921875
batch,2655.0,391.4609375,72.4921875
batch,2656.0,391.4609375,72.4921875
batch,2657.0,391.4609375,72.4921875
batch,2658.0,391.4609375,72.4921875
batch,2659.0,391.4609375,72.4921875
batch,2660.0,391.4609375,72.4921875
batch,2661.0,391.4609375,72.4921875
batch,2662.0,391.4609375,72.4921875
batch,2663.0,391.4609375,72.4921875
batch,2664.0,391.4609375,72.4921875
batch,2665.0,391.4609375,72.4921875
batch,2666.0,391.4609375,72.4921875
batch,2667.0,391.4609375,72.4921875
batch,2668.0,391.4609375,72.4921875
batch,2669.0,391.4609375,72.4921875
batch,2670.0,391.4609375,72.4921875
batch,2671.0,391.4609375,72.4921875
batch,2672.0,391.4609375,72.4921875
batch,2673.0,391.4609375,72.4921875
batch,2674.0,391.4609375,72.4921875
batch,2675.0,391.4609375,72.4921875
batch,2676.0,391.46484375,72.49609375
batch,2677.0,391.46484375,72.49609375
batch,2678.0,391.46484375,72.49609375
batch,2679.0,391.46484375,72.49609375
batch,2680.0,391.46484375,72.49609375
batch,2681.0,391.46484375,72.49609375
batch,2682.0,391.46484375,72.49609375
batch,2683.0,391.46484375,72.49609375
batch,2684.0,391.46875,72.5
batch,2685.0,391.46875,72.5
batch,2686.0,391.46875,72.5
batch,2687.0,391.46875,72.5
batch,2688.0,391.46875,72.5
batch,2689.0,391.46875,72.5
batch,2690.0,391.46875,72.5
batch,2691.0,391.46875,72.5
batch,2692.0,391.46875,72.5
batch,2693.0,391.46875,72.5
batch,2694.0,391.46875,72.5
batch,2695.0,391.46875,72.5
batch,2696.0,391.46875,72.5
batch,2697.0,391.46875,72.5
batch,2698.0,391.46875,72.5
batch,2699.0,391.46875,72.5
batch,2700.0,391.46875,72.5
batch,2701.0,391.46875,72.5
batch,2702.0,391.46875,72.5
batch,2703.0,391.46875,72.5
batch,2704.0,391.46875,72.5
batch,2705.0,391.47265625,72.50390625
batch,2706.0,391.47265625,72.50390625
batch,2707.0,391.4765625,72.5078125
batch,2708.0,391.4765625,72.5078125
batch,2709.0,391.4765625,72.5078125
batch,2710.0,391.4765625,72.5078125
batch,2711.0,391.4765625,72.5078125
batch,2712.0,391.4765625,72.5078125
batch,2713.0,391.4765625,72.5078125
batch,2714.0,391.4765625,72.5078125
batch,2715.0,391.4765625,72.5078125
batch,2716.0,391.48046875,72.51171875
batch,2717.0,391.48046875,72.51171875
batch,2718.0,391.48046875,72.51171875
batch,2719.0,391.48046875,72.51171875
batch,2720.0,391.48046875,72.51171875
batch,2721.0,391.48046875,72.51171875
batch,2722.0,391.48046875,72.51171875
batch,2723.0,391.48046875,72.51171875
batch,2724.0,391.48046875,72.51171875
batch,2725.0,391.48046875,72.51171875
batch,2726.0,391.48046875,72.51171875
batch,2727.0,391.48046875,72.51171875
batch,2728.0,391.48046875,72.51171875
batch,2729.0,391.48046875,72.51171875
batch,2730.0,391.48046875,72.51171875
batch,2731.0,391.48046875,72.51171875
batch,2732.0,391.48046875,72.51171875
batch,2733.0,391.48046875,72.51171875
batch,2734.0,391.48046875,72.51171875
batch,2735.0,391.48046875,72.51171875
batch,2736.0,391.48046875,72.51171875
batch,2737.0,391.48046875,72.51171875
batch,2738.0,391.48046875,72.51171875
batch,2739.0,391.484375,72.515625
batch,2740.0,391.484375,72.515625
batch,2741.0,391.484375,72.515625
batch,2742.0,391.484375,72.515625
batch,2743.0,391.484375,72.515625
batch,2744.0,391.484375,72.515625
batch,2745.0,391.484375,72.515625
batch,2746.0,391.484375,72.515625
batch,2747.0,391.48828125,72.51953125
batch,2748.0,391.48828125,72.51953125
batch,2749.0,391.48828125,72.51953125
batch,2750.0,391.48828125,72.51953125
batch,2751.0,391.48828125,72.51953125
batch,2752.0,391.48828125,72.51953125
batch,2753.0,391.48828125,72.51953125
batch,2754.0,391.48828125,72.51953125
batch,2755.0,391.48828125,72.51953125
batch,2756.0,391.48828125,72.51953125
batch,2757.0,391.48828125,72.51953125
batch,2758.0,391.48828125,72.51953125
batch,2759.0,391.48828125,72.51953125
batch,2760.0,391.48828125,72.51953125
batch,2761.0,391.48828125,72.51953125
batch,2762.0,391.4921875,72.5234375
batch,2763.0,391.4921875,72.5234375
batch,2764.0,391.4921875,72.5234375
batch,2765.0,391.4921875,72.5234375
batch,2766.0,391.4921875,72.5234375
batch,2767.0,391.4921875,72.5234375
batch,2768.0,391.4921875,72.5234375
batch,2769.0,391.4921875,72.5234375
batch,2770.0,391.4921875,72.5234375
batch,2771.0,391.49609375,72.52734375
batch,2772.0,391.49609375,72.52734375
batch,2773.0,391.49609375,72.52734375
batch,2774.0,391.49609375,72.52734375
batch,2775.0,391.49609375,72.52734375
batch,2776.0,391.49609375,72.52734375
batch,2777.0,391.49609375,72.52734375
batch,2778.0,391.49609375,72.52734375
batch,2779.0,391.5,72.53125
batch,2780.0,391.5,72.53125
batch,2781.0,391.5,72.53125
batch,2782.0,391.5,72.53125
batch,2783.0,391.5,72.53125
batch,2784.0,391.5,72.53125
batch,2785.0,391.5,72.53125
batch,2786.0,391.5,72.53125
batch,2787.0,391.5,72.53125
batch,2788.0,391.5,72.53125
batch,2789.0,391.5,72.53125
batch,2790.0,391.5,72.53125
batch,2791.0,391.5,72.53125
batch,2792.0,391.5,72.53125
batch,2793.0,391.5,72.53125
batch,2794.0,391.5,72.53125
batch,2795.0,391.5,72.53125
batch,2796.0,391.5,72.53125
batch,2797.0,391.5,72.53125
batch,2798.0,391.5,72.53125
batch,2799.0,391.5,72.53125
batch,2800.0,391.5,72.53125
batch,2801.0,391.5,72.53125
batch,2802.0,391.5,72.53125
batch,2803.0,391.50390625,72.53515625
batch,2804.0,391.50390625,72.53515625
batch,2805.0,391.50390625,72.53515625
batch,2806.0,391.50390625,72.53515625
batch,2807.0,391.50390625,72.53515625
batch,2808.0,391.50390625,72.53515625
batch,2809.0,391.50390625,72.53515625
batch,2810.0,391.50390625,72.53515625
batch,2811.0,391.5078125,72.5390625
batch,2812.0,391.5078125,72.5390625
batch,2813.0,391.5078125,72.5390625
batch,2814.0,391.5078125,72.5390625
batch,2815.0,391.5078125,72.5390625
batch,2816.0,391.5078125,72.5390625
batch,2817.0,391.5078125,72.5390625
batch,2818.0,391.5078125,72.5390625
batch,2819.0,391.5078125,72.5390625
batch,2820.0,391.5078125,72.5390625
batch,2821.0,391.5078125,72.5390625
batch,2822.0,391.5078125,72.5390625
batch,2823.0,391.5078125,72.5390625
batch,2824.0,391.5078125,72.5390625
batch,2825.0,391.5078125,72.5390625
batch,2826.0,391.5078125,72.5390625
batch,2827.0,391.5078125,72.5390625
batch,2828.0,391.5078125,72.5390625
batch,2829.0,391.5078125,72.5390625
batch,2830.0,391.51171875,72.54296875
batch,2831.0,391.51171875,72.54296875
batch,2832.0,391.51171875,72.54296875
batch,2833.0,391.51171875,72.54296875
batch,2834.0,391.515625,72.546875
batch,2835.0,391.515625,72.546875
batch,2836.0,391.515625,72.546875
batch,2837.0,391.515625,72.546875
batch,2838.0,391.515625,72.546875
batch,2839.0,391.515625,72.546875
batch,2840.0,391.515625,72.546875
batch,2841.0,391.515625,72.546875
batch,2842.0,391.515625,72.546875
batch,2843.0,391.51953125,72.55078125
batch,2844.0,391.51953125,72.55078125
batch,2845.0,391.51953125,72.55078125
batch,2846.0,391.51953125,72.55078125
batch,2847.0,391.51953125,72.55078125
batch,2848.0,391.51953125,72.55078125
batch,2849.0,391.51953125,72.55078125
batch,2850.0,391.51953125,72.55078125
batch,2851.0,391.51953125,72.55078125
batch,2852.0,391.51953125,72.55078125
batch,2853.0,391.51953125,72.55078125
batch,2854.0,391.51953125,72.55078125
batch,2855.0,391.51953125,72.55078125
batch,2856.0,391.51953125,72.55078125
batch,2857.0,391.51953125,72.55078125
batch,2858.0,391.51953125,72.55078125
batch,2859.0,391.51953125,72.55078125
batch,2860.0,391.51953125,72.55078125
batch,2861.0,391.51953125,72.55078125
batch,2862.0,391.51953125,72.55078125
batch,2863.0,391.51953125,72.55078125
batch,2864.0,391.51953125,72.55078125
batch,2865.0,391.51953125,72.55078125
batch,2866.0,391.5234375,72.5546875
batch,2867.0,391.5234375,72.5546875
batch,2868.0,391.5234375,72.5546875
batch,2869.0,391.5234375,72.5546875
batch,2870.0,391.5234375,72.5546875
batch,2871.0,391.5234375,72.5546875
batch,2872.0,391.5234375,72.5546875
batch,2873.0,391.5234375,72.5546875
batch,2874.0,391.5234375,72.5546875
batch,2875.0,391.52734375,72.55859375
batch,2876.0,391.52734375,72.55859375
