label,batch,memory_mb,delta_from_start_mb
batch,6950.0,393.23828125,74.26953125
batch,6951.0,393.23828125,74.26953125
batch,6952.0,393.23828125,74.26953125
batch,6953.0,393.23828125,74.26953125
batch,6954.0,393.23828125,74.26953125
batch,6955.0,393.2421875,74.2734375
batch,6956.0,393.2421875,74.2734375
batch,6957.0,393.2421875,74.2734375
batch,6958.0,393.2421875,74.2734375
batch,6959.0,393.2421875,74.2734375
batch,6960.0,393.2421875,74.2734375
batch,6961.0,393.2421875,74.2734375
batch,6962.0,393.24609375,74.27734375
batch,6963.0,393.24609375,74.27734375
batch,6964.0,393.24609375,74.27734375
batch,6965.0,393.24609375,74.27734375
batch,6966.0,393.24609375,74.27734375
batch,6967.0,393.24609375,74.27734375
batch,6968.0,393.24609375,74.27734375
batch,6969.0,393.24609375,74.27734375
batch,6970.0,393.24609375,74.27734375
batch,6971.0,393.24609375,74.27734375
batch,6972.0,393.24609375,74.27734375
batch,6973.0,393.24609375,74.27734375
batch,6974.0,393.24609375,74.27734375
batch,6975.0,393.25,74.28125
batch,6976.0,393.25,74.28125
batch,6977.0,393.25,74.28125
batch,6978.0,393.25390625,74.28515625
batch,6979.0,393.25390625,74.28515625
batch,6980.0,393.25390625,74.28515625
batch,6981.0,393.25390625,74.28515625
batch,6982.0,393.25390625,74.28515625
batch,6983.0,393.25390625,74.28515625
batch,6984.0,393.25390625,74.28515625
batch,6985.0,393.25390625,74.28515625
batch,6986.0,393.25390625,74.28515625
batch,6987.0,393.2578125,74.2890625
batch,6988.0,393.2578125,74.2890625
batch,6989.0,393.2578125,74.2890625
batch,6990.0,393.26171875,74.29296875
batch,6991.0,393.26171875,74.29296875
batch,6992.0,393.26171875,74.29296875
batch,6993.0,393.26171875,74.29296875
batch,6994.0,393.265625,74.296875
batch,6995.0,393.265625,74.296875
batch,6996.0,393.265625,74.296875
batch,6997.0,393.265625,74.296875
batch,6998.0,393.265625,74.296875
batch,6999.0,393.265625,74.296875
batch,7000.0,393.265625,74.296875
batch,7001.0,393.265625,74.296875
batch,7002.0,393.265625,74.296875
batch,7003.0,393.265625,74.296875
batch,7004.0,393.265625,74.296875
batch,7005.0,393.265625,74.296875
batch,7006.0,393.265625,74.296875
batch,7007.0,393.265625,74.296875
batch,7008.0,393.265625,74.296875
batch,7009.0,393.265625,74.296875
batch,7010.0,393.265625,74.296875
batch,7011.0,393.265625,74.296875
batch,7012.0,393.265625,74.296875
batch,7013.0,393.265625,74.296875
batch,7014.0,393.265625,74.296875
batch,7015.0,393.265625,74.296875
batch,7016.0,393.265625,74.296875
batch,7017.0,393.265625,74.296875
batch,7018.0,393.265625,74.296875
batch,7019.0,393.26953125,74.30078125
batch,7020.0,393.26953125,74.30078125
batch,7021.0,393.26953125,74.30078125
batch,7022.0,393.26953125,74.30078125
batch,7023.0,393.26953125,74.30078125
batch,7024.0,393.26953125,74.30078125
batch,7025.0,393.2734375,74.3046875
batch,7026.0,393.2734375,74.3046875
batch,7027.0,393.2734375,74.3046875
batch,7028.0,393.2734375,74.3046875
batch,7029.0,393.2734375,74.3046875
batch,7030.0,393.2734375,74.3046875
batch,7031.0,393.2734375,74.3046875
batch,7032.0,393.2734375,74.3046875
batch,7033.0,393.2734375,74.3046875
batch,7034.0,393.2734375,74.3046875
batch,7035.0,393.2734375,74.3046875
batch,7036.0,393.2734375,74.3046875
batch,7037.0,393.2734375,74.3046875
batch,7038.0,393.2734375,74.3046875
batch,7039.0,393.27734375,74.30859375
batch,7040.0,393.27734375,74.30859375
batch,7041.0,393.27734375,74.30859375
batch,7042.0,393.27734375,74.30859375
batch,7043.0,393.27734375,74.30859375
batch,7044.0,393.27734375,74.30859375
batch,7045.0,393.27734375,74.30859375
batch,7046.0,393.27734375,74.30859375
batch,7047.0,393.27734375,74.30859375
batch,7048.0,393.27734375,74.30859375
batch,7049.0,393.27734375,74.30859375
batch,7050.0,393.27734375,74.30859375
batch,7051.0,393.28125,74.3125
batch,7052.0,393.28125,74.3125
batch,7053.0,393.28125,74.3125
batch,7054.0,393.28125,74.3125
batch,7055.0,393.28125,74.3125
batch,7056.0,393.28125,74.3125
batch,7057.0,393.28515625,74.31640625
batch,7058.0,393.28515625,74.31640625
batch,7059.0,393.28515625,74.31640625
batch,7060.0,393.28515625,74.31640625
batch,7061.0,393.28515625,74.31640625
batch,7062.0,393.28515625,74.31640625
batch,7063.0,393.28515625,74.31640625
batch,7064.0,393.28515625,74.31640625
batch,7065.0,393.28515625,74.31640625
batch,7066.0,393.28515625,74.31640625
batch,7067.0,393.28515625,74.31640625
batch,7068.0,393.28515625,74.31640625
batch,7069.0,393.28515625,74.31640625
batch,7070.0,393.28515625,74.31640625
batch,7071.0,393.28515625,74.31640625
batch,7072.0,393.28515625,74.31640625
batch,7073.0,393.28515625,74.31640625
batch,7074.0,393.28515625,74.31640625
batch,7075.0,393.28515625,74.31640625
batch,7076.0,393.28515625,74.31640625
batch,7077.0,393.28515625,74.31640625
batch,7078.0,393.28515625,74.31640625
batch,7079.0,393.28515625,74.31640625
batch,7080.0,393.28515625,74.31640625
batch,7081.0,393.28515625,74.31640625
batch,7082.0,393.2890625,74.3203125
batch,7083.0,393.2890625,74.3203125
batch,7084.0,393.2890625,74.3203125
batch,7085.0,393.2890625,74.3203125
batch,7086.0,393.2890625,74.3203125
batch,7087.0,393.2890625,74.3203125
batch,7088.0,393.2890625,74.3203125
batch,7089.0,393.29296875,74.32421875
batch,7090.0,393.29296875,74.32421875
batch,7091.0,393.29296875,74.32421875
batch,7092.0,393.29296875,74.32421875
batch,7093.0,393.29296875,74.32421875
batch,7094.0,393.29296875,74.32421875
batch,7095.0,393.29296875,74.32421875
batch,7096.0,393.29296875,74.32421875
batch,7097.0,393.29296875,74.32421875
batch,7098.0,393.29296875,74.32421875
batch,7099.0,393.29296875,74.32421875
batch,7100.0,393.29296875,74.32421875
batch,7101.0,393.29296875,74.32421875
batch,7102.0,393.29296875,74.32421875
batch,7103.0,393.296875,74.328125
batch,7104.0,393.296875,74.328125
batch,7105.0,393.296875,74.328125
batch,7106.0,393.296875,74.328125
batch,7107.0,393.296875,74.328125
batch,7108.0,393.296875,74.328125
batch,7109.0,393.296875,74.328125
batch,7110.0,393.296875,74.328125
batch,7111.0,393.296875,74.328125
batch,7112.0,393.296875,74.328125
batch,7113.0,393.296875,74.328125
batch,7114.0,393.30078125,74.33203125
batch,7115.0,393.30078125,74.33203125
batch,7116.0,393.30078125,74.33203125
batch,7117.0,393.30078125,74.33203125
batch,7118.0,393.30078125,74.33203125
batch,7119.0,393.30078125,74.33203125
batch,7120.0,393.30078125,74.33203125
batch,7121.0,393.30078125,74.33203125
batch,7122.0,393.30078125,74.33203125
batch,7123.0,393.30078125,74.33203125
batch,7124.0,393.30078125,74.33203125
batch,7125.0,393.30078125,74.33203125
batch,7126.0,393.30078125,74.33203125
batch,7127.0,393.30078125,74.33203125
batch,7128.0,393.30078125,74.33203125
batch,7129.0,393.30078125,74.33203125
batch,7130.0,393.30078125,74.33203125
batch,7131.0,393.30078125,74.33203125
batch,7132.0,393.30078125,74.33203125
batch,7133.0,393.30078125,74.33203125
batch,7134.0,393.30078125,74.33203125
batch,7135.0,393.30078125,74.33203125
batch,7136.0,393.30078125,74.33203125
batch,7137.0,393.30078125,74.33203125
batch,7138.0,393.30078125,74.33203125
batch,7139.0,393.30078125,74.33203125
batch,7140.0,393.30078125,74.33203125
batch,7141.0,393.30078125,74.33203125
batch,7142.0,393.30078125,74.33203125
batch,7143.0,393.30078125,74.33203125
batch,7144.0,393.30078125,74.33203125
batch,7145.0,393.30078125,74.33203125
batch,7146.0,393.3046875,74.3359375
batch,7147.0,393.3046875,74.3359375
batch,7148.0,393.3046875,74.3359375
batch,7149.0,393.3046875,74.3359375
batch,7150.0,393.3046875,74.3359375
batch,7151.0,393.3046875,74.3359375
batch,7152.0,393.3046875,74.3359375
batch,7153.0,393.3046875,74.3359375
batch,7154.0,393.3046875,74.3359375
batch,7155.0,393.3046875,74.3359375
batch,7156.0,393.3046875,74.3359375
batch,7157.0,393.3046875,74.3359375
batch,7158.0,393.3046875,74.3359375
batch,7159.0,393.3046875,74.3359375
batch,7160.0,393.3046875,74.3359375
batch,7161.0,393.3046875,74.3359375
batch,7162.0,393.3046875,74.3359375
batch,7163.0,393.3046875,74.3359375
batch,7164.0,393.3046875,74.3359375
batch,7165.0,393.3046875,74.3359375
batch,7166.0,393.30859375,74.33984375
batch,7167.0,393.30859375,74.33984375
batch,7168.0,393.30859375,74.33984375
batch,7169.0,393.30859375,74.33984375
batch,7170.0,393.30859375,74.33984375
batch,7171.0,393.30859375,74.33984375
batch,7172.0,393.30859375,74.33984375
batch,7173.0,393.30859375,74.33984375
batch,7174.0,393.30859375,74.33984375
batch,7175.0,393.30859375,74.33984375
batch,7176.0,393.30859375,74.33984375
batch,7177.0,393.30859375,74.33984375
batch,7178.0,393.3125,74.34375
batch,7179.0,393.3125,74.34375
batch,7180.0,393.3125,74.34375
batch,7181.0,393.3125,74.34375
batch,7182.0,393.3125,74.34375
batch,7183.0,393.3125,74.34375
batch,7184.0,393.31640625,74.34765625
batch,7185.0,393.31640625,74.34765625
batch,7186.0,393.31640625,74.34765625
batch,7187.0,393.31640625,74.34765625
batch,7188.0,393.31640625,74.34765625
batch,7189.0,393.31640625,74.34765625
batch,7190.0,393.31640625,74.34765625
batch,7191.0,393.31640625,74.34765625
batch,7192.0,393.31640625,74.34765625
batch,7193.0,393.31640625,74.34765625
batch,7194.0,393.31640625,74.34765625
batch,7195.0,393.31640625,74.34765625
batch,7196.0,393.31640625,74.34765625
batch,7197.0,393.31640625,74.34765625
batch,7198.0,393.31640625,74.34765625
batch,7199.0,393.31640625,74.34765625
batch,7200.0,393.31640625,74.34765625
batch,7201.0,393.31640625,74.34765625
batch,7202.0,393.31640625,74.34765625
batch,7203.0,393.31640625,74.34765625
batch,7204.0,393.31640625,74.34765625
batch,7205.0,393.31640625,74.34765625
batch,7206.0,393.31640625,74.34765625
batch,7207.0,393.31640625,74.34765625
batch,7208.0,393.31640625,74.34765625
batch,7209.0,393.31640625,74.34765625
batch,7210.0,393.3203125,74.3515625
batch,7211.0,393.3203125,74.3515625
batch,7212.0,393.3203125,74.3515625
batch,7213.0,393.3203125,74.3515625
batch,7214.0,393.3203125,74.3515625
batch,7215.0,393.3203125,74.3515625
batch,7216.0,393.32421875,74.35546875
batch,7217.0,393.32421875,74.35546875
batch,7218.0,393.32421875,74.35546875
batch,7219.0,393.32421875,74.35546875
batch,7220.0,393.32421875,74.35546875
batch,7221.0,393.32421875,74.35546875
batch,7222.0,393.32421875,74.35546875
batch,7223.0,393.32421875,74.35546875
batch,7224.0,393.32421875,74.35546875
batch,7225.0,393.32421875,74.35546875
batch,7226.0,393.32421875,74.35546875
batch,7227.0,393.32421875,74.35546875
batch,7228.0,393.32421875,74.35546875
batch,7229.0,393.328125,74.359375
batch,7230.0,393.328125,74.359375
batch,7231.0,393.328125,74.359375
batch,7232.0,393.328125,74.359375
batch,7233.0,393.328125,74.359375
batch,7234.0,393.328125,74.359375
batch,7235.0,393.328125,74.359375
batch,7236.0,393.328125,74.359375
batch,7237.0,393.328125,74.359375
batch,7238.0,393.328125,74.359375
batch,7239.0,393.328125,74.359375
batch,7240.0,393.328125,74.359375
batch,7241.0,393.328125,74.359375
batch,7242.0,393.33203125,74.36328125
batch,7243.0,393.33203125,74.36328125
batch,7244.0,393.33203125,74.36328125
batch,7245.0,393.33203125,74.36328125
batch,7246.0,393.33203125,74.36328125
batch,7247.0,393.33203125,74.36328125
batch,7248.0,393.3359375,74.3671875
batch,7249.0,393.3359375,74.3671875
batch,7250.0,393.3359375,74.3671875
batch,7251.0,393.3359375,74.3671875
batch,7252.0,393.3359375,74.3671875
batch,7253.0,393.3359375,74.3671875
batch,7254.0,393.3359375,74.3671875
batch,7255.0,393.3359375,74.3671875
batch,7256.0,393.3359375,74.3671875
batch,7257.0,393.3359375,74.3671875
batch,7258.0,393.3359375,74.3671875
batch,7259.0,393.3359375,74.3671875
batch,7260.0,393.3359375,74.3671875
batch,7261.0,393.3359375,74.3671875
batch,7262.0,393.3359375,74.3671875
batch,7263.0,393.3359375,74.3671875
batch,7264.0,393.3359375,74.3671875
batch,7265.0,393.3359375,74.3671875
batch,7266.0,393.3359375,74.3671875
batch,7267.0,393.3359375,74.3671875
batch,7268.0,393.3359375,74.3671875
batch,7269.0,393.3359375,74.3671875
batch,7270.0,393.3359375,74.3671875
batch,7271.0,393.3359375,74.3671875
batch,7272.0,393.3359375,74.3671875
batch,7273.0,393.3359375,74.3671875
batch,7274.0,393.33984375,74.37109375
batch,7275.0,393.33984375,74.37109375
batch,7276.0,393.33984375,74.37109375
batch,7277.0,393.33984375,74.37109375
batch,7278.0,393.33984375,74.37109375
batch,7279.0,393.34375,74.375
batch,7280.0,393.34375,74.375
batch,7281.0,393.34375,74.375
batch,7282.0,393.34375,74.375
batch,7283.0,393.34375,74.375
batch,7284.0,393.34375,74.375
batch,7285.0,393.34375,74.375
batch,7286.0,393.34375,74.375
batch,7287.0,393.34375,74.375
batch,7288.0,393.34375,74.375
batch,7289.0,393.34375,74.375
batch,7290.0,393.34765625,74.37890625
batch,7291.0,393.34765625,74.37890625
batch,7292.0,393.34765625,74.37890625
batch,7293.0,393.34765625,74.37890625
batch,7294.0,393.34765625,74.37890625
batch,7295.0,393.34765625,74.37890625
batch,7296.0,393.34765625,74.37890625
batch,7297.0,393.34765625,74.37890625
batch,7298.0,393.34765625,74.37890625
batch,7299.0,393.34765625,74.37890625
batch,7300.0,393.34765625,74.37890625
batch,7301.0,393.34765625,74.37890625
batch,7302.0,393.34765625,74.37890625
batch,7303.0,393.34765625,74.37890625
batch,7304.0,393.34765625,74.37890625
batch,7305.0,393.34765625,74.37890625
batch,7306.0,393.3515625,74.3828125
batch,7307.0,393.3515625,74.3828125
batch,7308.0,393.3515625,74.3828125
batch,7309.0,393.3515625,74.3828125
batch,7310.0,393.3515625,74.3828125
batch,7311.0,393.35546875,74.38671875
batch,7312.0,393.35546875,74.38671875
batch,7313.0,393.35546875,74.38671875
batch,7314.0,393.35546875,74.38671875
batch,7315.0,393.35546875,74.38671875
batch,7316.0,393.35546875,74.38671875
batch,7317.0,393.35546875,74.38671875
batch,7318.0,393.35546875,74.38671875
batch,7319.0,393.35546875,74.38671875
batch,7320.0,393.35546875,74.38671875
batch,7321.0,393.35546875,74.38671875
batch,7322.0,393.35546875,74.38671875
batch,7323.0,393.35546875,74.38671875
batch,7324.0,393.35546875,74.38671875
batch,7325.0,393.35546875,74.38671875
batch,7326.0,393.35546875,74.38671875
batch,7327.0,393.35546875,74.38671875
batch,7328.0,393.35546875,74.38671875
batch,7329.0,393.35546875,74.38671875
batch,7330.0,393.35546875,74.38671875
batch,7331.0,393.35546875,74.38671875
batch,7332.0,393.35546875,74.38671875
batch,7333.0,393.35546875,74.38671875
batch,7334.0,393.35546875,74.38671875
batch,7335.0,393.35546875,74.38671875
batch,7336.0,393.35546875,74.38671875
batch,7337.0,393.359375,74.390625
batch,7338.0,393.359375,74.390625
batch,7339.0,393.359375,74.390625
batch,7340.0,393.359375,74.390625
batch,7341.0,393.359375,74.390625
batch,7342.0,393.359375,74.390625
batch,7343.0,393.36328125,74.39453125
batch,7344.0,393.36328125,74.39453125
batch,7345.0,393.36328125,74.39453125
batch,7346.0,393.36328125,74.39453125
batch,7347.0,393.36328125,74.39453125
batch,7348.0,393.36328125,74.39453125
batch,7349.0,393.36328125,74.39453125
batch,7350.0,393.36328125,74.39453125
batch,7351.0,393.36328125,74.39453125
batch,7352.0,393.36328125,74.39453125
batch,7353.0,393.36328125,74.39453125
batch,7354.0,393.36328125,74.39453125
batch,7355.0,393.3671875,74.3984375
batch,7356.0,393.3671875,74.3984375
batch,7357.0,393.3671875,74.3984375
batch,7358.0,393.3671875,74.3984375
batch,7359.0,393.3671875,74.3984375
batch,7360.0,393.3671875,74.3984375
batch,7361.0,393.3671875,74.3984375
batch,7362.0,393.3671875,74.3984375
batch,7363.0,393.3671875,74.3984375
batch,7364.0,393.3671875,74.3984375
batch,7365.0,393.3671875,74.3984375
batch,7366.0,393.3671875,74.3984375
batch,7367.0,393.3671875,74.3984375
batch,7368.0,393.3671875,74.3984375
batch,7369.0,393.37109375,74.40234375
batch,7370.0,393.37109375,74.40234375
batch,7371.0,393.37109375,74.40234375
batch,7372.0,393.37109375,74.40234375
batch,7373.0,393.37109375,74.40234375
batch,7374.0,393.37109375,74.40234375
batch,7375.0,393.375,74.40625
batch,7376.0,393.375,74.40625
batch,7377.0,393.375,74.40625
batch,7378.0,393.375,74.40625
batch,7379.0,393.375,74.40625
batch,7380.0,393.375,74.40625
batch,7381.0,393.375,74.40625
batch,7382.0,393.375,74.40625
batch,7383.0,393.375,74.40625
batch,7384.0,393.375,74.40625
batch,7385.0,393.375,74.40625
batch,7386.0,393.375,74.40625
batch,7387.0,393.375,74.40625
batch,7388.0,393.375,74.40625
batch,7389.0,393.375,74.40625
batch,7390.0,393.375,74.40625
batch,7391.0,393.375,74.40625
batch,7392.0,393.375,74.40625
batch,7393.0,393.375,74.40625
batch,7394.0,393.375,74.40625
batch,7395.0,393.375,74.40625
batch,7396.0,393.375,74.40625
batch,7397.0,393.375,74.40625
batch,7398.0,393.375,74.40625
batch,7399.0,393.375,74.40625
batch,7400.0,393.375,74.40625
batch,7401.0,393.37890625,74.41015625
batch,7402.0,393.37890625,74.41015625
batch,7403.0,393.37890625,74.41015625
batch,7404.0,393.37890625,74.41015625
batch,7405.0,393.37890625,74.41015625
batch,7406.0,393.3828125,74.4140625
batch,7407.0,393.3828125,74.4140625
batch,7408.0,393.3828125,74.4140625
batch,7409.0,393.3828125,74.4140625
batch,7410.0,393.3828125,74.4140625
batch,7411.0,393.3828125,74.4140625
batch,7412.0,393.3828125,74.4140625
batch,7413.0,393.3828125,74.4140625
batch,7414.0,393.3828125,74.4140625
batch,7415.0,393.3828125,74.4140625
batch,7416.0,393.3828125,74.4140625
batch,7417.0,393.3828125,74.4140625
batch,7418.0,393.38671875,74.41796875
batch,7419.0,393.38671875,74.41796875
batch,7420.0,393.38671875,74.41796875
batch,7421.0,393.38671875,74.41796875
batch,7422.0,393.38671875,74.41796875
batch,7423.0,393.38671875,74.41796875
batch,7424.0,393.38671875,74.41796875
batch,7425.0,393.38671875,74.41796875
batch,7426.0,393.38671875,74.41796875
batch,7427.0,393.38671875,74.41796875
batch,7428.0,393.38671875,74.41796875
batch,7429.0,393.38671875,74.41796875
batch,7430.0,393.38671875,74.41796875
batch,7431.0,393.38671875,74.41796875
batch,7432.0,393.38671875,74.41796875
batch,7433.0,393.390625,74.421875
batch,7434.0,393.390625,74.421875
batch,7435.0,393.390625,74.421875
batch,7436.0,393.390625,74.421875
batch,7437.0,393.390625,74.421875
batch,7438.0,393.39453125,74.42578125
batch,7439.0,393.39453125,74.42578125
batch,7440.0,393.39453125,74.42578125
batch,7441.0,393.39453125,74.42578125
batch,7442.0,393.39453125,74.42578125
batch,7443.0,393.39453125,74.42578125
batch,7444.0,393.40234375,74.43359375
batch,7445.0,393.40234375,74.43359375
batch,7446.0,393.40234375,74.43359375
batch,7447.0,393.40234375,74.43359375
batch,7448.0,393.40234375,74.43359375
batch,7449.0,393.40234375,74.43359375
batch,7450.0,393.40234375,74.43359375
batch,7451.0,393.40234375,74.43359375
batch,7452.0,393.40234375,74.43359375
batch,7453.0,393.40234375,74.43359375
batch,7454.0,393.40234375,74.43359375
batch,7455.0,393.40234375,74.43359375
batch,7456.0,393.40234375,74.43359375
batch,7457.0,393.40234375,74.43359375
batch,7458.0,393.40234375,74.43359375
batch,7459.0,393.40234375,74.43359375
batch,7460.0,393.40234375,74.43359375
batch,7461.0,393.40234375,74.43359375
batch,7462.0,393.40234375,74.43359375
batch,7463.0,393.40234375,74.43359375
batch,7464.0,393.40234375,74.43359375
batch,7465.0,393.40625,74.4375
batch,7466.0,393.40625,74.4375
batch,7467.0,393.40625,74.4375
batch,7468.0,393.40625,74.4375
batch,7469.0,393.40625,74.4375
batch,7470.0,393.41015625,74.44140625
batch,7471.0,393.41015625,74.44140625
batch,7472.0,393.41015625,74.44140625
batch,7473.0,393.41015625,74.44140625
batch,7474.0,393.41015625,74.44140625
batch,7475.0,393.41015625,74.44140625
batch,7476.0,393.4140625,74.4453125
batch,7477.0,393.4140625,74.4453125
batch,7478.0,393.4140625,74.4453125
batch,7479.0,393.4140625,74.4453125
batch,7480.0,393.42578125,74.45703125
batch,7481.0,393.42578125,74.45703125
batch,7482.0,393.42578125,74.45703125
batch,7483.0,393.42578125,74.45703125
batch,7484.0,393.42578125,74.45703125
batch,7485.0,393.42578125,74.45703125
batch,7486.0,393.42578125,74.45703125
batch,7487.0,393.42578125,74.45703125
batch,7488.0,393.42578125,74.45703125
batch,7489.0,393.4296875,74.4609375
batch,7490.0,393.4296875,74.4609375
batch,7491.0,393.4296875,74.4609375
batch,7492.0,393.4296875,74.4609375
batch,7493.0,393.4296875,74.4609375
batch,7494.0,393.4296875,74.4609375
batch,7495.0,393.4296875,74.4609375
batch,7496.0,393.4296875,74.4609375
batch,7497.0,393.43359375,74.46484375
batch,7498.0,393.43359375,74.46484375
batch,7499.0,393.43359375,74.46484375
batch,7500.0,393.43359375,74.46484375
batch,7501.0,393.43359375,74.46484375
batch,7502.0,393.43359375,74.46484375
batch,7503.0,393.43359375,74.46484375
batch,7504.0,393.43359375,74.46484375
batch,7505.0,393.43359375,74.46484375
batch,7506.0,393.43359375,74.46484375
batch,7507.0,393.43359375,74.46484375
batch,7508.0,393.43359375,74.46484375
batch,7509.0,393.43359375,74.46484375
batch,7510.0,393.43359375,74.46484375
batch,7511.0,393.43359375,74.46484375
batch,7512.0,393.43359375,74.46484375
batch,7513.0,393.43359375,74.46484375
batch,7514.0,393.43359375,74.46484375
batch,7515.0,393.43359375,74.46484375
batch,7516.0,393.43359375,74.46484375
batch,7517.0,393.43359375,74.46484375
batch,7518.0,393.43359375,74.46484375
batch,7519.0,393.43359375,74.46484375
batch,7520.0,393.43359375,74.46484375
batch,7521.0,393.43359375,74.46484375
batch,7522.0,393.43359375,74.46484375
batch,7523.0,393.43359375,74.46484375
batch,7524.0,393.43359375,74.46484375
batch,7525.0,393.43359375,74.46484375
batch,7526.0,393.43359375,74.46484375
batch,7527.0,393.43359375,74.46484375
batch,7528.0,393.43359375,74.46484375
batch,7529.0,393.4375,74.46875
batch,7530.0,393.4375,74.46875
batch,7531.0,393.4375,74.46875
batch,7532.0,393.4375,74.46875
batch,7533.0,393.4375,74.46875
batch,7534.0,393.4375,74.46875
batch,7535.0,393.4375,74.46875
batch,7536.0,393.4375,74.46875
batch,7537.0,393.4375,74.46875
batch,7538.0,393.4375,74.46875
batch,7539.0,393.4375,74.46875
batch,7540.0,393.4375,74.46875
batch,7541.0,393.4375,74.46875
batch,7542.0,393.4375,74.46875
batch,7543.0,393.4375,74.46875
batch,7544.0,393.4375,74.46875
batch,7545.0,393.44140625,74.47265625
batch,7546.0,393.44140625,74.47265625
batch,7547.0,393.44140625,74.47265625
batch,7548.0,393.44140625,74.47265625
batch,7549.0,393.44140625,74.47265625
batch,7550.0,393.4453125,74.4765625
batch,7551.0,393.4453125,74.4765625
batch,7552.0,393.4453125,74.4765625
batch,7553.0,393.4453125,74.4765625
batch,7554.0,393.4453125,74.4765625
batch,7555.0,393.4453125,74.4765625
batch,7556.0,393.4453125,74.4765625
batch,7557.0,393.4453125,74.4765625
batch,7558.0,393.4453125,74.4765625
batch,7559.0,393.4453125,74.4765625
batch,7560.0,393.4453125,74.4765625
batch,7561.0,393.44921875,74.48046875
batch,7562.0,393.44921875,74.48046875
batch,7563.0,393.44921875,74.48046875
batch,7564.0,393.44921875,74.48046875
batch,7565.0,393.453125,74.484375
batch,7566.0,393.453125,74.484375
batch,7567.0,393.453125,74.484375
batch,7568.0,393.453125,74.484375
batch,7569.0,393.453125,74.484375
batch,7570.0,393.453125,74.484375
batch,7571.0,393.453125,74.484375
batch,7572.0,393.453125,74.484375
batch,7573.0,393.453125,74.484375
batch,7574.0,393.453125,74.484375
batch,7575.0,393.453125,74.484375
batch,7576.0,393.453125,74.484375
batch,7577.0,393.453125,74.484375
batch,7578.0,393.453125,74.484375
batch,7579.0,393.453125,74.484375
batch,7580.0,393.453125,74.484375
batch,7581.0,393.453125,74.484375
batch,7582.0,393.453125,74.484375
batch,7583.0,393.453125,74.484375
batch,7584.0,393.453125,74.484375
batch,7585.0,393.453125,74.484375
batch,7586.0,393.453125,74.484375
batch,7587.0,393.453125,74.484375
batch,7588.0,393.453125,74.484375
batch,7589.0,393.453125,74.484375
batch,7590.0,393.453125,74.484375
batch,7591.0,393.453125,74.484375
batch,7592.0,393.45703125,74.48828125
batch,7593.0,393.45703125,74.48828125
batch,7594.0,393.45703125,74.48828125
batch,7595.0,393.45703125,74.48828125
batch,7596.0,393.45703125,74.48828125
batch,7597.0,393.4609375,74.4921875
batch,7598.0,393.4609375,74.4921875
batch,7599.0,393.4609375,74.4921875
batch,7600.0,393.4609375,74.4921875
batch,7601.0,393.4609375,74.4921875
batch,7602.0,393.4609375,74.4921875
batch,7603.0,393.4609375,74.4921875
batch,7604.0,393.4609375,74.4921875
batch,7605.0,393.4609375,74.4921875
batch,7606.0,393.4609375,74.4921875
batch,7607.0,393.4609375,74.4921875
batch,7608.0,393.46484375,74.49609375
batch,7609.0,393.46484375,74.49609375
batch,7610.0,393.46484375,74.49609375
batch,7611.0,393.46484375,74.49609375
batch,7612.0,393.46484375,74.49609375
batch,7613.0,393.46484375,74.49609375
batch,7614.0,393.46484375,74.49609375
batch,7615.0,393.46484375,74.49609375
batch,7616.0,393.46484375,74.49609375
batch,7617.0,393.46484375,74.49609375
batch,7618.0,393.46484375,74.49609375
batch,7619.0,393.46484375,74.49609375
batch,7620.0,393.46484375,74.49609375
batch,7621.0,393.46484375,74.49609375
batch,7622.0,393.46484375,74.49609375
batch,7623.0,393.46484375,74.49609375
batch,7624.0,393.46875,74.5
batch,7625.0,393.46875,74.5
batch,7626.0,393.46875,74.5
batch,7627.0,393.46875,74.5
batch,7628.0,393.46875,74.5
batch,7629.0,393.46875,74.5
batch,7630.0,393.46875,74.5
batch,7631.0,393.46875,74.5
batch,7632.0,393.46875,74.5
batch,7633.0,393.46875,74.5
batch,7634.0,393.46875,74.5
batch,7635.0,393.46875,74.5
batch,7636.0,393.46875,74.5
batch,7637.0,393.46875,74.5
batch,7638.0,393.46875,74.5
batch,7639.0,393.46875,74.5
batch,7640.0,393.46875,74.5
batch,7641.0,393.46875,74.5
batch,7642.0,393.46875,74.5
batch,7643.0,393.46875,74.5
batch,7644.0,393.46875,74.5
batch,7645.0,393.46875,74.5
batch,7646.0,393.46875,74.5
batch,7647.0,393.46875,74.5
batch,7648.0,393.46875,74.5
batch,7649.0,393.46875,74.5
batch,7650.0,393.46875,74.5
batch,7651.0,393.46875,74.5
batch,7652.0,393.46875,74.5
batch,7653.0,393.46875,74.5
batch,7654.0,393.46875,74.5
batch,7655.0,393.46875,74.5
batch,7656.0,393.47265625,74.50390625
batch,7657.0,393.47265625,74.50390625
batch,7658.0,393.47265625,74.50390625
batch,7659.0,393.47265625,74.50390625
batch,7660.0,393.4765625,74.5078125
batch,7661.0,393.4765625,74.5078125
batch,7662.0,393.4765625,74.5078125
batch,7663.0,393.4765625,74.5078125
batch,7664.0,393.4765625,74.5078125
batch,7665.0,393.4765625,74.5078125
batch,7666.0,393.4765625,74.5078125
batch,7667.0,393.4765625,74.5078125
batch,7668.0,393.4765625,74.5078125
batch,7669.0,393.4765625,74.5078125
batch,7670.0,393.4765625,74.5078125
